market,arrival_date,price
Indore (CC),2019-08-29,345
Hospet,2019-08-29,310
Kanpur (CC),2019-08-29,371
Ahmedabad,2019-08-29,365
Ajmer,2019-08-29,323
Asansole,2019-08-29,
Barwala,2019-08-29,
Bengaluru (CC),2019-08-29,345
Brahmapur (OD),2019-08-29,
Bhopal,2019-08-29,345
Jabalpur,2019-08-30,347
Varanasi (CC),2019-08-30,390
Surat,2019-08-30,
Raipur,2019-08-30,345
Luknow (CC),2019-08-30,387
Kolkata (WB),2019-08-30,374
Kanpur (CC),2019-08-30,371
Indore (CC),2019-08-30,345
Ahmedabad,2019-08-30,367
Bhopal,2019-08-30,345
Hospet,2019-08-30,313
Patna,2019-08-30,
Namakkal,2019-08-30,359
Nagpur,2019-08-30,325
Mysuru,2019-08-30,353
Muzaffurpur (CC),2019-08-30,
Mumbai (CC),2019-08-30,381
Midnapur (KOL),2019-08-30,
Ludhiana,2019-08-30,332
Hyderabad,2019-08-30,330
Asansole,2019-08-30,
Barwala,2019-08-30,
Bengaluru (CC),2019-08-30,348
Ajmer,2019-08-30,323
Burdwan (CC),2019-08-30,
Allahabad (CC),2019-08-30,362
Warangal,2019-08-30,330
Brahmapur (OD),2019-08-30,
Vizag,2019-08-30,361
Vijayawada,2019-08-30,342
Ranchi (CC),2019-08-30,
W.Godavari,2019-08-30,342
E.Godavari,2019-08-30,342
Delhi (CC),2019-08-30,350
Chittoor,2019-08-30,353
Chennai (CC),2019-08-30,360
Pune,2019-08-30,365
Indore (CC),2019-08-31,345
Varanasi (CC),2019-08-31,383
Surat,2019-08-31,
Raipur,2019-08-31,345
Kolkata (WB),2019-08-31,374
Kanpur (CC),2019-08-31,371
Jabalpur,2019-08-31,347
Hospet,2019-08-31,315
Luknow (CC),2019-08-31,387
Allahabad (CC),2019-08-31,357
Delhi (CC),2019-08-31,345
Chittoor,2019-08-31,353
Chennai (CC),2019-08-31,360
Burdwan (CC),2019-08-31,
Brahmapur (OD),2019-08-31,
Bhopal,2019-08-31,315
Bengaluru (CC),2019-08-31,350
Barwala,2019-08-31,
Asansole,2019-08-31,
Ajmer,2019-08-31,317
Ahmedabad,2019-08-31,367
E.Godavari,2019-08-31,342
Ludhiana,2019-08-31,326
Hyderabad,2019-08-31,333
Mumbai (CC),2019-08-31,384
Muzaffurpur (CC),2019-08-31,
Mysuru,2019-08-31,355
Nagpur,2019-08-31,325
Namakkal,2019-08-31,362
Patna,2019-08-31,
Pune,2019-08-31,367
Ranchi (CC),2019-08-31,
Vijayawada,2019-08-31,342
Vizag,2019-08-31,361
W.Godavari,2019-08-31,342
Warangal,2019-08-31,333
Midnapur (KOL),2019-08-31,
Ajmer,2019-09-01,450
Ahmedabad,2019-09-01,495
Asansole,2019-09-01,500
Hyderabad,2019-09-01,453
Bengaluru (CC),2019-09-01,455
Brahmapur (OD),2019-09-01,
Burdwan (CC),2019-09-01,504
Chennai (CC),2019-09-01,460
Chittoor,2019-09-01,453
Delhi (CC),2019-09-01,487
E.Godavari,2019-09-01,453
Ludhiana,2019-09-01,459
Midnapur (KOL),2019-09-01,504
Mumbai (CC),2019-09-01,508
Mysuru,2019-09-01,459
Nagpur,2019-09-01,450
Barwala,2019-09-01,453
Namakkal,2019-09-01,445
Muzaffurpur (CC),2019-09-01,505
Pune,2019-09-01,495
Patna,2019-09-01,505
Varanasi (CC),2019-09-01,510
Surat,2019-09-01,510
Raipur,2019-09-01,485
Luknow (CC),2019-09-01,510
Kanpur (CC),2019-09-01,481
Jabalpur,2019-09-01,477
Indore (CC),2019-09-01,470
Kolkata (WB),2019-09-01,492
Bhopal,2019-09-01,480
Allahabad (CC),2019-09-01,500
Warangal,2019-09-01,455
W.Godavari,2019-09-01,453
Vizag,2019-09-01,458
Vijayawada,2019-09-01,453
Ranchi (CC),2019-09-01,519
Hospet,2019-09-01,420
Allahabad (CC),2019-09-02,476
Pune,2019-09-02,463
Ranchi (CC),2019-09-02,481
Vijayawada,2019-09-02,416
Vizag,2019-09-02,423
Warangal,2019-09-02,415
Bhopal,2019-09-02,450
Varanasi (CC),2019-09-02,483
Indore (CC),2019-09-02,455
Jabalpur,2019-09-02,440
Kanpur (CC),2019-09-02,457
Kolkata (WB),2019-09-02,452
Luknow (CC),2019-09-02,467
Raipur,2019-09-02,450
Surat,2019-09-02,490
Patna,2019-09-02,476
Hospet,2019-09-02,413
Namakkal,2019-09-02,450
W.Godavari,2019-09-02,416
Mysuru,2019-09-02,457
Nagpur,2019-09-02,425
Ahmedabad,2019-09-02,468
Asansole,2019-09-02,467
Barwala,2019-09-02,422
Bengaluru (CC),2019-09-02,448
Brahmapur (OD),2019-09-02,
Burdwan (CC),2019-09-02,464
Chennai (CC),2019-09-02,455
Ajmer,2019-09-02,426
Delhi (CC),2019-09-02,448
E.Godavari,2019-09-02,416
Hyderabad,2019-09-02,416
Ludhiana,2019-09-02,419
Midnapur (KOL),2019-09-02,464
Mumbai (CC),2019-09-02,465
Chittoor,2019-09-02,448
Muzaffurpur (CC),2019-09-02,471
Nagpur,2019-09-03,360
Namakkal,2019-09-03,405
Patna,2019-09-03,419
Pune,2019-09-03,405
Ranchi (CC),2019-09-03,442
Vijayawada,2019-09-03,396
Warangal,2019-09-03,378
W.Godavari,2019-09-03,396
Allahabad (CC),2019-09-03,419
Bhopal,2019-09-03,395
Hospet,2019-09-03,378
Mysuru,2019-09-03,400
Vizag,2019-09-03,400
Muzaffurpur (CC),2019-09-03,428
Burdwan (CC),2019-09-03,439
Midnapur (KOL),2019-09-03,439
Ludhiana,2019-09-03,375
Hyderabad,2019-09-03,365
E.Godavari,2019-09-03,396
Delhi (CC),2019-09-03,395
Chittoor,2019-09-03,428
Chennai (CC),2019-09-03,435
Bengaluru (CC),2019-09-03,413
Barwala,2019-09-03,360
Asansole,2019-09-03,442
Ajmer,2019-09-03,345
Ahmedabad,2019-09-03,400
Indore (CC),2019-09-03,380
Mumbai (CC),2019-09-03,430
Jabalpur,2019-09-03,397
Brahmapur (OD),2019-09-03,
Kolkata (WB),2019-09-03,410
Luknow (CC),2019-09-03,450
Raipur,2019-09-03,402
Surat,2019-09-03,410
Varanasi (CC),2019-09-03,433
Kanpur (CC),2019-09-03,400
Patna,2019-09-04,357
Namakkal,2019-09-04,355
Nagpur,2019-09-04,307
Mysuru,2019-09-04,352
Muzaffurpur (CC),2019-09-04,357
Mumbai (CC),2019-09-04,352
Hyderabad,2019-09-04,300
Ludhiana,2019-09-04,302
Pune,2019-09-04,344
E.Godavari,2019-09-04,325
Delhi (CC),2019-09-04,315
Chittoor,2019-09-04,363
Midnapur (KOL),2019-09-04,380
Ranchi (CC),2019-09-04,367
Warangal,2019-09-04,300
W.Godavari,2019-09-04,325
Chennai (CC),2019-09-04,370
Allahabad (CC),2019-09-04,333
Bhopal,2019-09-04,316
Hospet,2019-09-04,315
Indore (CC),2019-09-04,318
Jabalpur,2019-09-04,318
Kanpur (CC),2019-09-04,338
Kolkata (WB),2019-09-04,368
Luknow (CC),2019-09-04,333
Raipur,2019-09-04,335
Surat,2019-09-04,358
Varanasi (CC),2019-09-04,356
Vizag,2019-09-04,344
Burdwan (CC),2019-09-04,380
Vijayawada,2019-09-04,325
Bengaluru (CC),2019-09-04,350
Barwala,2019-09-04,304
Asansole,2019-09-04,380
Ajmer,2019-09-04,298
Ahmedabad,2019-09-04,352
Brahmapur (OD),2019-09-04,
Mysuru,2019-09-05,413
Muzaffurpur (CC),2019-09-05,371
Mumbai (CC),2019-09-05,420
Midnapur (KOL),2019-09-05,419
Hyderabad,2019-09-05,365
E.Godavari,2019-09-05,371
Delhi (CC),2019-09-05,342
Burdwan (CC),2019-09-05,419
Chennai (CC),2019-09-05,430
Varanasi (CC),2019-09-05,377
Brahmapur (OD),2019-09-05,383
Bengaluru (CC),2019-09-05,405
Barwala,2019-09-05,306
Asansole,2019-09-05,405
Ajmer,2019-09-05,303
Ahmedabad,2019-09-05,380
Chittoor,2019-09-05,423
Surat,2019-09-05,400
Ludhiana,2019-09-05,323
Luknow (CC),2019-09-05,360
Raipur,2019-09-05,390
Namakkal,2019-09-05,415
Patna,2019-09-05,371
Pune,2019-09-05,417
Ranchi (CC),2019-09-05,381
Vijayawada,2019-09-05,371
Vizag,2019-09-05,374
W.Godavari,2019-09-05,371
Warangal,2019-09-05,368
Allahabad (CC),2019-09-05,370
Bhopal,2019-09-05,365
Nagpur,2019-09-05,335
Hospet,2019-09-05,370
Indore (CC),2019-09-05,345
Jabalpur,2019-09-05,370
Kanpur (CC),2019-09-05,348
Kolkata (WB),2019-09-05,402
Allahabad (CC),2019-09-06,367
Warangal,2019-09-06,348
W.Godavari,2019-09-06,338
Vizag,2019-09-06,360
Vijayawada,2019-09-06,338
Patna,2019-09-06,
Pune,2019-09-06,400
Bhopal,2019-09-06,360
Namakkal,2019-09-06,395
Burdwan (CC),2019-09-06,
Chennai (CC),2019-09-06,405
Ranchi (CC),2019-09-06,
Hospet,2019-09-06,350
Kanpur (CC),2019-09-06,357
Chittoor,2019-09-06,398
Kolkata (WB),2019-09-06,380
Luknow (CC),2019-09-06,350
Raipur,2019-09-06,380
Surat,2019-09-06,
Varanasi (CC),2019-09-06,380
Brahmapur (OD),2019-09-06,
Ahmedabad,2019-09-06,370
Ajmer,2019-09-06,331
Asansole,2019-09-06,
Barwala,2019-09-06,330
Bengaluru (CC),2019-09-06,385
Indore (CC),2019-09-06,350
Delhi (CC),2019-09-06,340
Jabalpur,2019-09-06,372
Hyderabad,2019-09-06,350
Ludhiana,2019-09-06,322
Midnapur (KOL),2019-09-06,
E.Godavari,2019-09-06,338
Mumbai (CC),2019-09-06,400
Muzaffurpur (CC),2019-09-06,
Mysuru,2019-09-06,405
Nagpur,2019-09-06,370
Allahabad (CC),2019-09-07,428
Warangal,2019-09-07,432
W.Godavari,2019-09-07,420
Vizag,2019-09-07,444
Vijayawada,2019-09-07,420
Pune,2019-09-07,478
Bhopal,2019-09-07,425
Patna,2019-09-07,
Namakkal,2019-09-07,465
Nagpur,2019-09-07,420
Mysuru,2019-09-07,460
Muzaffurpur (CC),2019-09-07,
Mumbai (CC),2019-09-07,484
Midnapur (KOL),2019-09-07,
Ludhiana,2019-09-07,375
Ranchi (CC),2019-09-07,
Hospet,2019-09-07,420
Kolkata (WB),2019-09-07,451
Jabalpur,2019-09-07,428
Delhi (CC),2019-09-07,395
Chittoor,2019-09-07,468
Chennai (CC),2019-09-07,475
Burdwan (CC),2019-09-07,
Brahmapur (OD),2019-09-07,
Bengaluru (CC),2019-09-07,455
Barwala,2019-09-07,375
Asansole,2019-09-07,
Ajmer,2019-09-07,375
Ahmedabad,2019-09-07,444
Varanasi (CC),2019-09-07,430
Surat,2019-09-07,
Raipur,2019-09-07,446
Hyderabad,2019-09-07,429
Kanpur (CC),2019-09-07,404
Indore (CC),2019-09-07,400
E.Godavari,2019-09-07,420
Luknow (CC),2019-09-07,440
Allahabad (CC),2019-09-08,343
Ahmedabad,2019-09-08,374
Ajmer,2019-09-08,302
Asansole,2019-09-08,
Barwala,2019-09-08,305
Bengaluru (CC),2019-09-08,360
Brahmapur (OD),2019-09-08,
Burdwan (CC),2019-09-08,
Chennai (CC),2019-09-08,375
Chittoor,2019-09-08,368
Namakkal,2019-09-08,370
Nagpur,2019-09-08,300
Mysuru,2019-09-08,367
Muzaffurpur (CC),2019-09-08,
Mumbai (CC),2019-09-08,381
Midnapur (KOL),2019-09-08,
Ludhiana,2019-09-08,298
Hyderabad,2019-09-08,328
Bhopal,2019-09-08,330
E.Godavari,2019-09-08,334
Delhi (CC),2019-09-08,315
Kanpur (CC),2019-09-08,333
Warangal,2019-09-08,331
W.Godavari,2019-09-08,334
Vizag,2019-09-08,352
Vijayawada,2019-09-08,339
Ranchi (CC),2019-09-08,
Varanasi (CC),2019-09-08,360
Surat,2019-09-08,
Raipur,2019-09-08,332
Luknow (CC),2019-09-08,360
Kolkata (WB),2019-09-08,380
Pune,2019-09-08,355
Jabalpur,2019-09-08,327
Indore (CC),2019-09-08,320
Hospet,2019-09-08,325
Patna,2019-09-08,
Brahmapur (OD),2019-09-09,
Indore (CC),2019-09-09,350
Bengaluru (CC),2019-09-09,345
W.Godavari,2019-09-09,352
Warangal,2019-09-09,325
Hospet,2019-09-09,310
Bhopal,2019-09-09,350
Allahabad (CC),2019-09-09,357
Chennai (CC),2019-09-09,350
Burdwan (CC),2019-09-09,
Ranchi (CC),2019-09-09,
Pune,2019-09-09,361
Patna,2019-09-09,
Namakkal,2019-09-09,351
Nagpur,2019-09-09,330
Vijayawada,2019-09-09,352
Mysuru,2019-09-09,352
Vizag,2019-09-09,370
Muzaffurpur (CC),2019-09-09,
Midnapur (KOL),2019-09-09,
Ludhiana,2019-09-09,333
Hyderabad,2019-09-09,325
E.Godavari,2019-09-09,352
Delhi (CC),2019-09-09,350
Chittoor,2019-09-09,343
Jabalpur,2019-09-09,347
Mumbai (CC),2019-09-09,374
Kanpur (CC),2019-09-09,371
Ajmer,2019-09-09,337
Luknow (CC),2019-09-09,380
Raipur,2019-09-09,343
Surat,2019-09-09,
Varanasi (CC),2019-09-09,393
Kolkata (WB),2019-09-09,392
Ahmedabad,2019-09-09,373
Barwala,2019-09-09,338
Asansole,2019-09-09,
Barwala,2019-09-10,398
Bengaluru (CC),2019-09-10,423
Brahmapur (OD),2019-09-10,
Burdwan (CC),2019-09-10,
Chennai (CC),2019-09-10,415
Chittoor,2019-09-10,408
Indore (CC),2019-09-10,410
Hospet,2019-09-10,388
E.Godavari,2019-09-10,422
Asansole,2019-09-10,
Jabalpur,2019-09-10,417
Kanpur (CC),2019-09-10,433
Kolkata (WB),2019-09-10,450
Raipur,2019-09-10,417
Delhi (CC),2019-09-10,412
Ajmer,2019-09-10,404
Allahabad (CC),2019-09-10,428
Bhopal,2019-09-10,420
Midnapur (KOL),2019-09-10,
Mumbai (CC),2019-09-10,464
Muzaffurpur (CC),2019-09-10,
Mysuru,2019-09-10,426
Nagpur,2019-09-10,400
Namakkal,2019-09-10,414
Patna,2019-09-10,
Luknow (CC),2019-09-10,450
Surat,2019-09-10,
Pune,2019-09-10,457
Ranchi (CC),2019-09-10,
Vijayawada,2019-09-10,422
Vizag,2019-09-10,420
W.Godavari,2019-09-10,422
Warangal,2019-09-10,412
Ahmedabad,2019-09-10,460
Varanasi (CC),2019-09-10,450
Ludhiana,2019-09-10,398
Hyderabad,2019-09-10,410
Surat,2019-09-11,
Midnapur (KOL),2019-09-11,
Ludhiana,2019-09-11,391
Hyderabad,2019-09-11,386
E.Godavari,2019-09-11,391
Delhi (CC),2019-09-11,414
Chittoor,2019-09-11,413
Chennai (CC),2019-09-11,420
Burdwan (CC),2019-09-11,
Brahmapur (OD),2019-09-11,
Bengaluru (CC),2019-09-11,415
Barwala,2019-09-11,399
Asansole,2019-09-11,
Ajmer,2019-09-11,398
Ahmedabad,2019-09-11,446
Varanasi (CC),2019-09-11,457
Mumbai (CC),2019-09-11,439
Muzaffurpur (CC),2019-09-11,
Raipur,2019-09-11,422
Nagpur,2019-09-11,405
Luknow (CC),2019-09-11,440
Kolkata (WB),2019-09-11,438
Kanpur (CC),2019-09-11,419
Jabalpur,2019-09-11,415
Indore (CC),2019-09-11,415
Mysuru,2019-09-11,419
Bhopal,2019-09-11,415
Allahabad (CC),2019-09-11,424
Warangal,2019-09-11,387
W.Godavari,2019-09-11,391
Vizag,2019-09-11,400
Vijayawada,2019-09-11,391
Ranchi (CC),2019-09-11,
Hospet,2019-09-11,380
Patna,2019-09-11,
Namakkal,2019-09-11,376
Pune,2019-09-11,442
Varanasi (CC),2019-09-12,503
Warangal,2019-09-12,431
W.Godavari,2019-09-12,452
Vizag,2019-09-12,460
Vijayawada,2019-09-12,452
Ranchi (CC),2019-09-12,514
Pune,2019-09-12,480
Patna,2019-09-12,505
Namakkal,2019-09-12,413
Ludhiana,2019-09-12,445
Midnapur (KOL),2019-09-12,511
Mumbai (CC),2019-09-12,480
Mysuru,2019-09-12,457
Nagpur,2019-09-12,450
Bhopal,2019-09-12,470
Hospet,2019-09-12,418
Indore (CC),2019-09-12,465
Jabalpur,2019-09-12,457
Kanpur (CC),2019-09-12,467
Kolkata (WB),2019-09-12,495
Luknow (CC),2019-09-12,500
Raipur,2019-09-12,461
Allahabad (CC),2019-09-12,486
Muzaffurpur (CC),2019-09-12,505
Surat,2019-09-12,480
Ahmedabad,2019-09-12,474
Hyderabad,2019-09-12,431
E.Godavari,2019-09-12,452
Delhi (CC),2019-09-12,480
Chittoor,2019-09-12,453
Chennai (CC),2019-09-12,460
Burdwan (CC),2019-09-12,511
Brahmapur (OD),2019-09-12,464
Bengaluru (CC),2019-09-12,453
Barwala,2019-09-12,451
Asansole,2019-09-12,505
Ajmer,2019-09-12,451
Ludhiana,2019-09-13,351
W.Godavari,2019-09-13,370
Bhopal,2019-09-13,360
Vijayawada,2019-09-13,370
Chittoor,2019-09-13,358
Delhi (CC),2019-09-13,369
Ranchi (CC),2019-09-13,
Pune,2019-09-13,390
Warangal,2019-09-13,339
Patna,2019-09-13,
Nagpur,2019-09-13,347
Mysuru,2019-09-13,366
Muzaffurpur (CC),2019-09-13,
Mumbai (CC),2019-09-13,391
Chennai (CC),2019-09-13,365
E.Godavari,2019-09-13,370
Hyderabad,2019-09-13,340
Namakkal,2019-09-13,361
Burdwan (CC),2019-09-13,
Midnapur (KOL),2019-09-13,
Bengaluru (CC),2019-09-13,360
Hospet,2019-09-13,325
Indore (CC),2019-09-13,360
Jabalpur,2019-09-13,360
Kanpur (CC),2019-09-13,386
Kolkata (WB),2019-09-13,408
Luknow (CC),2019-09-13,400
Raipur,2019-09-13,360
Surat,2019-09-13,
Brahmapur (OD),2019-09-13,
Varanasi (CC),2019-09-13,407
Ahmedabad,2019-09-13,391
Ajmer,2019-09-13,350
Vizag,2019-09-13,380
Asansole,2019-09-13,
Barwala,2019-09-13,355
Allahabad (CC),2019-09-13,381
Ajmer,2019-09-14,350
Asansole,2019-09-14,
Varanasi (CC),2019-09-14,407
Bengaluru (CC),2019-09-14,365
Barwala,2019-09-14,355
Ahmedabad,2019-09-14,394
Warangal,2019-09-14,343
W.Godavari,2019-09-14,375
Allahabad (CC),2019-09-14,381
Bhopal,2019-09-14,360
Hospet,2019-09-14,330
Indore (CC),2019-09-14,360
Jabalpur,2019-09-14,360
Kanpur (CC),2019-09-14,386
Kolkata (WB),2019-09-14,410
Luknow (CC),2019-09-14,400
Raipur,2019-09-14,360
Vizag,2019-09-14,385
Burdwan (CC),2019-09-14,
Chennai (CC),2019-09-14,380
Chittoor,2019-09-14,373
Delhi (CC),2019-09-14,371
E.Godavari,2019-09-14,375
Vijayawada,2019-09-14,375
Ranchi (CC),2019-09-14,
Pune,2019-09-14,400
Patna,2019-09-14,
Namakkal,2019-09-14,364
Nagpur,2019-09-14,355
Mysuru,2019-09-14,371
Hyderabad,2019-09-14,344
Ludhiana,2019-09-14,351
Midnapur (KOL),2019-09-14,
Mumbai (CC),2019-09-14,395
Muzaffurpur (CC),2019-09-14,
Brahmapur (OD),2019-09-14,
Surat,2019-09-14,
Barwala,2019-09-15,359
Kanpur (CC),2019-09-15,386
Asansole,2019-09-15,
Ajmer,2019-09-15,355
Ahmedabad,2019-09-15,397
Brahmapur (OD),2019-09-15,
Burdwan (CC),2019-09-15,
Chennai (CC),2019-09-15,380
Chittoor,2019-09-15,373
Delhi (CC),2019-09-15,371
E.Godavari,2019-09-15,378
Hyderabad,2019-09-15,348
Ludhiana,2019-09-15,351
Midnapur (KOL),2019-09-15,
Mumbai (CC),2019-09-15,399
Muzaffurpur (CC),2019-09-15,
Kolkata (WB),2019-09-15,415
Luknow (CC),2019-09-15,400
Nagpur,2019-09-15,360
Namakkal,2019-09-15,367
Patna,2019-09-15,
Pune,2019-09-15,400
Ranchi (CC),2019-09-15,
Vijayawada,2019-09-15,378
Bengaluru (CC),2019-09-15,370
W.Godavari,2019-09-15,378
Warangal,2019-09-15,347
Allahabad (CC),2019-09-15,390
Bhopal,2019-09-15,360
Hospet,2019-09-15,335
Indore (CC),2019-09-15,360
Jabalpur,2019-09-15,362
Mysuru,2019-09-15,376
Vizag,2019-09-15,385
Surat,2019-09-15,
Raipur,2019-09-15,360
Varanasi (CC),2019-09-15,407
Allahabad (CC),2019-09-16,395
Vizag,2019-09-16,385
Vijayawada,2019-09-16,381
Ranchi (CC),2019-09-16,
Pune,2019-09-16,403
Patna,2019-09-16,
Namakkal,2019-09-16,370
Mysuru,2019-09-16,380
Muzaffurpur (CC),2019-09-16,
Mumbai (CC),2019-09-16,399
Midnapur (KOL),2019-09-16,
Ludhiana,2019-09-16,356
E.Godavari,2019-09-16,381
W.Godavari,2019-09-16,381
Delhi (CC),2019-09-16,375
Chittoor,2019-09-16,373
Chennai (CC),2019-09-16,380
Burdwan (CC),2019-09-16,
Brahmapur (OD),2019-09-16,
Bengaluru (CC),2019-09-16,380
Barwala,2019-09-16,363
Asansole,2019-09-16,
Ajmer,2019-09-16,359
Ahmedabad,2019-09-16,397
Hyderabad,2019-09-16,353
Warangal,2019-09-16,351
Nagpur,2019-09-16,365
Varanasi (CC),2019-09-16,407
Hospet,2019-09-16,340
Indore (CC),2019-09-16,365
Jabalpur,2019-09-16,365
Kanpur (CC),2019-09-16,386
Kolkata (WB),2019-09-16,419
Luknow (CC),2019-09-16,400
Raipur,2019-09-16,377
Surat,2019-09-16,
Bhopal,2019-09-16,370
W.Godavari,2019-09-17,384
Vizag,2019-09-17,390
Vijayawada,2019-09-17,384
Nagpur,2019-09-17,375
Pune,2019-09-17,410
Mysuru,2019-09-17,385
Patna,2019-09-17,
Warangal,2019-09-17,356
Ranchi (CC),2019-09-17,
Allahabad (CC),2019-09-17,405
Kanpur (CC),2019-09-17,395
Hospet,2019-09-17,347
Indore (CC),2019-09-17,370
Jabalpur,2019-09-17,380
Kolkata (WB),2019-09-17,422
Luknow (CC),2019-09-17,407
Raipur,2019-09-17,382
Surat,2019-09-17,
Varanasi (CC),2019-09-17,414
Bhopal,2019-09-17,375
Namakkal,2019-09-17,373
Muzaffurpur (CC),2019-09-17,
Chennai (CC),2019-09-17,390
Ajmer,2019-09-17,370
Asansole,2019-09-17,
Barwala,2019-09-17,368
Bengaluru (CC),2019-09-17,382
Ahmedabad,2019-09-17,403
Burdwan (CC),2019-09-17,
Brahmapur (OD),2019-09-17,
Ludhiana,2019-09-17,362
E.Godavari,2019-09-17,384
Delhi (CC),2019-09-17,379
Midnapur (KOL),2019-09-17,
Chittoor,2019-09-17,383
Mumbai (CC),2019-09-17,408
Hyderabad,2019-09-17,358
Vizag,2019-09-18,405
W.Godavari,2019-09-18,388
Warangal,2019-09-18,361
Allahabad (CC),2019-09-18,409
Bhopal,2019-09-18,385
Ajmer,2019-09-18,377
Jabalpur,2019-09-18,387
Kanpur (CC),2019-09-18,392
Ranchi (CC),2019-09-18,
Kolkata (WB),2019-09-18,425
Luknow (CC),2019-09-18,407
Raipur,2019-09-18,397
Surat,2019-09-18,
Varanasi (CC),2019-09-18,414
Ahmedabad,2019-09-18,408
Hospet,2019-09-18,351
Indore (CC),2019-09-18,390
Vijayawada,2019-09-18,388
Patna,2019-09-18,
Asansole,2019-09-18,
Barwala,2019-09-18,374
Bengaluru (CC),2019-09-18,386
Brahmapur (OD),2019-09-18,
Pune,2019-09-18,415
Chennai (CC),2019-09-18,390
Chittoor,2019-09-18,383
Delhi (CC),2019-09-18,384
Burdwan (CC),2019-09-18,
Hyderabad,2019-09-18,363
Ludhiana,2019-09-18,368
Midnapur (KOL),2019-09-18,
Mumbai (CC),2019-09-18,413
Muzaffurpur (CC),2019-09-18,
Mysuru,2019-09-18,389
Nagpur,2019-09-18,385
E.Godavari,2019-09-18,388
Namakkal,2019-09-18,375
Burdwan (CC),2019-09-19,
Brahmapur (OD),2019-09-19,
Ajmer,2019-09-19,385
Barwala,2019-09-19,383
Asansole,2019-09-19,
Ahmedabad,2019-09-19,413
Bengaluru (CC),2019-09-19,391
Chennai (CC),2019-09-19,390
W.Godavari,2019-09-19,393
Delhi (CC),2019-09-19,393
Raipur,2019-09-19,400
Luknow (CC),2019-09-19,420
Kolkata (WB),2019-09-19,431
Kanpur (CC),2019-09-19,409
Jabalpur,2019-09-19,400
Indore (CC),2019-09-19,400
Hospet,2019-09-19,356
Bhopal,2019-09-19,400
Allahabad (CC),2019-09-19,419
Warangal,2019-09-19,366
Vizag,2019-09-19,408
Chittoor,2019-09-19,383
Vijayawada,2019-09-19,393
Pune,2019-09-19,420
Patna,2019-09-19,
Namakkal,2019-09-19,378
Nagpur,2019-09-19,390
Mysuru,2019-09-19,395
Muzaffurpur (CC),2019-09-19,
Mumbai (CC),2019-09-19,418
Midnapur (KOL),2019-09-19,
Ludhiana,2019-09-19,376
Hyderabad,2019-09-19,368
E.Godavari,2019-09-19,393
Ranchi (CC),2019-09-19,
Varanasi (CC),2019-09-19,423
Surat,2019-09-19,
Allahabad (CC),2019-09-20,419
Pune,2019-09-20,425
Vijayawada,2019-09-20,397
Vizag,2019-09-20,410
W.Godavari,2019-09-20,397
Warangal,2019-09-20,371
Bhopal,2019-09-20,405
Hospet,2019-09-20,365
Indore (CC),2019-09-20,405
Jabalpur,2019-09-20,405
Kanpur (CC),2019-09-20,419
Kolkata (WB),2019-09-20,435
Luknow (CC),2019-09-20,427
Raipur,2019-09-20,400
Surat,2019-09-20,
Varanasi (CC),2019-09-20,433
Patna,2019-09-20,
Namakkal,2019-09-20,383
Ranchi (CC),2019-09-20,
Mysuru,2019-09-20,404
Ahmedabad,2019-09-20,420
Ajmer,2019-09-20,395
Asansole,2019-09-20,
Barwala,2019-09-20,388
Bengaluru (CC),2019-09-20,400
Brahmapur (OD),2019-09-20,
Nagpur,2019-09-20,400
Chennai (CC),2019-09-20,395
Chittoor,2019-09-20,388
Burdwan (CC),2019-09-20,
E.Godavari,2019-09-20,397
Hyderabad,2019-09-20,373
Ludhiana,2019-09-20,388
Midnapur (KOL),2019-09-20,
Mumbai (CC),2019-09-20,423
Muzaffurpur (CC),2019-09-20,
Delhi (CC),2019-09-20,400
Pune,2019-09-21,431
Allahabad (CC),2019-09-21,419
Ranchi (CC),2019-09-21,
Vijayawada,2019-09-21,402
Vizag,2019-09-21,412
W.Godavari,2019-09-21,402
Warangal,2019-09-21,376
Bhopal,2019-09-21,410
Nagpur,2019-09-21,410
Indore (CC),2019-09-21,415
Jabalpur,2019-09-21,408
Kanpur (CC),2019-09-21,419
Kolkata (WB),2019-09-21,438
Luknow (CC),2019-09-21,437
Raipur,2019-09-21,408
Patna,2019-09-21,
Hospet,2019-09-21,370
Namakkal,2019-09-21,388
Surat,2019-09-21,
Mysuru,2019-09-21,409
Varanasi (CC),2019-09-21,436
Ahmedabad,2019-09-21,425
Ajmer,2019-09-21,395
Asansole,2019-09-21,
Barwala,2019-09-21,390
Brahmapur (OD),2019-09-21,
Burdwan (CC),2019-09-21,
Chennai (CC),2019-09-21,400
Bengaluru (CC),2019-09-21,405
Delhi (CC),2019-09-21,405
E.Godavari,2019-09-21,402
Hyderabad,2019-09-21,378
Ludhiana,2019-09-21,387
Midnapur (KOL),2019-09-21,
Mumbai (CC),2019-09-21,428
Muzaffurpur (CC),2019-09-21,
Chittoor,2019-09-21,393
E.Godavari,2019-09-22,407
Muzaffurpur (CC),2019-09-22,
Mumbai (CC),2019-09-22,433
Midnapur (KOL),2019-09-22,
Ludhiana,2019-09-22,387
Hyderabad,2019-09-22,383
Delhi (CC),2019-09-22,405
Ajmer,2019-09-22,390
Chennai (CC),2019-09-22,405
Burdwan (CC),2019-09-22,
Brahmapur (OD),2019-09-22,
Bengaluru (CC),2019-09-22,410
Barwala,2019-09-22,390
Asansole,2019-09-22,
